haul,haul.number,moc,net.number,date,transect,station,family,genus,species,number.of.individuals.raw,split.multiplier,number.of.individuals.adjusted,volume.filtered.m3,concentration.1000m3,vial.letter,fish.box.location,id.by,notes,,,,
110,110-4-0,4,0,2022/3/5,CR,2,Pleuronectidae,Parophrys,Parophrys vetulus,12,1,12,,#DIV/0!,c,Hatfield,JI,,,,,
110,110-4-0,4,0,2022/3/5,CR,2,Damaged,Damaged,Damaged,3,1,3,,#DIV/0!,j,Hatfield,JI,,,,,
110,110-4-0,4,0,2022/3/5,CR,2,Unknown,Unknown,Unknown,3,1,3,,#DIV/0!,n,Hatfield,NH,added two from apodichthys/ammodytes vial. Resemble sand lance but gut is shorter and post-anal ventral pigment in 1 row instead of 2,,,,
110,110-4-0,4,0,2022/3/5,CR,2,Agonidae,Xeneretmus,Xeneretmus latifrons,1,1,1,,#DIV/0!,h,Hatfield,JI,,,,,
110,110-4-0,4,0,2022/3/5,CR,2,Gadidae,Microgadus,Microgadus proximus,2,1,2,,#DIV/0!,i,Hatfield,NH,,,,,
110,0110-4-1,4,1,2022/3/5,CR,2,Hexagrammidae,Ophiodon,Ophiodon elongatus,1,1,1,,#DIV/0!,a,Hatfield,NH,,,,,
110,0110-4-2,4,2,2022/3/5,CR,2,Cottidae,Radulinus,Radulinus asprellus,1,1,1,,#DIV/0!,b,Hatfield,JI,,,,,
110,0110-4-2,4,2,2022/3/5,CR,2,Pleuronectidae,Parophrys,Parophrys vetulus,1,1,1,,#DIV/0!,a,Hatfield,JI,,,,,
110,0110-4-2,4,2,2022/3/5,CR,2,Stichaeidae,Plectobranchus,Plectobranchus evides,1,1,1,,#DIV/0!,c,Hatfield,JI,,,,,
110,0110-4-3,4,3,2022/3/5,CR,2,Scorpaenidae,Sebastes,Sebastes spp.,2,1,2,,#DIV/0!,a,Hatfield,JI,,,,,
110,0110-4-3,4,3,2022/3/5,CR,2,Cottidae,Cottid spp.,Cottidae spp.,1,1,1,,#DIV/0!,c,Hatfield,JI,,,,,
110,0110-4-3,4,3,2022/3/5,CR,2,Liparidae,Liparis,Liparis fucensis,1,1,1,,#DIV/0!,b,Hatfield,JI,,,,,
110,0110-4-3,4,3,2022/3/5,CR,2,Pleuronectidae,Parophrys,Parophrys vetulus,1,1,1,,#DIV/0!,d,Hatfield,JI,,,,,
110,0110-4-4,4,4,2022/3/5,CR,2,Osmeridae,Osmerid spp.,Osmerid spp.,19,1,19,,#DIV/0!,f,Hatfield,LB/NH,november '24 LB and NH checked E. mordax ID's ,,,,
110,0110-4-4,4,4,2022/3/5,CR,2,Scorpaenidae,Sebastes,Sebastes spp.,15,1,15,,#DIV/0!,b,Hatfield,JI,,,,,
110,0110-4-4,4,4,2022/3/5,CR,2,Cottidae,Cottid spp.,Cottidae spp.,9,1,9,,#DIV/0!,e,Hatfield,JI,2 diff spp at least,,,,
110,0110-4-4,4,4,2022/3/5,CR,2,Liparidae,Liparis,Liparis fucensis,9,1,9,,#DIV/0!,c,Hatfield,JI,,,,,
110,0110-4-4,4,4,2022/3/5,CR,2,Ammodytidae,Ammodytes,Ammodytes spp.,14,1,14,,#DIV/0!,d,Hatfield,NH,,,,,
110,0110-4-4,4,4,2022/3/5,CR,2,Pleuronectidae,Glyptocephalus,Glyptocephalus zachirus,3,1,3,,#DIV/0!,i,Hatfield,JI,,,,,
110,0110-4-4,4,4,2022/3/5,CR,2,Pleuronectidae,Isopsetta,Isopsetta isolepis,8,1,8,,#DIV/0!,j,Hatfield,JI,,,,,
110,0110-4-4,4,4,2022/3/5,CR,2,Pleuronectidae,Parophrys,Parophrys vetulus,23,1,23,,#DIV/0!,a,Hatfield,JI,,,,,
110,0110-4-4,4,4,2022/3/5,CR,2,Pleuronectidae,Parophrys,Parophrys vetulus,2,1,2,,#DIV/0!,m,Hatfield,JI,unsure of ID,,,,
110,0110-4-4,4,4,2022/3/5,CR,2,Damaged,Damaged,Damaged,20,1,20,,#DIV/0!,h,Hatfield,JI,,,,,
110,0110-4-4,4,4,2022/3/5,CR,2,Ptilichthys,Ptilichthys,Ptilichthys goodei,1,1,1,,#DIV/0!,k,Hatfield,EC/NH,,,,,
110,0110-4-4,4,4,2022/3/5,CR,2,Gadidae,Microgadus,Microgadus proximus,1,1,1,,#DIV/0!,l,Hatfield,JI,,,,,
111,111-1-0,1,0,2022/3/7,CM,4,Myctophidae,Stenobrachius,Stenobrachius leucopsarus,5,2,10,,#DIV/0!,b,Hatfield,JI,,,,,
111,111-1-0,1,0,2022/3/7,CM,4,Scorpaenidae,Sebastes,Sebastes spp.,4,2,8,,#DIV/0!,a,Hatfield,JI,,,,,
111,111-1-0,1,0,2022/3/7,CM,4,Pleuronectidae,Lyopsetta,Lyopsetta exilis,1,2,2,,#DIV/0!,d,Hatfield,JI,,,,,
111,111-1-0,1,0,2022/3/7,CM,4,Damaged,Damaged,Damaged,3,2,6,,#DIV/0!,e,Hatfield,JI,,,,,
111,0111-1-1,1,1,2022/3/7,CM,4,Bathylagidae,Lipolagus,Lipolagus ochotensis,2,1,2,,#DIV/0!,c,Hatfield,JI,,,,,
111,0111-1-1,1,1,2022/3/7,CM,4,Bathylagidae,Bathylagus,Bathylagus pacificus,2,1,2,,#DIV/0!,d,Hatfield,JI,,,,,
111,0111-1-1,1,1,2022/3/7,CM,4,Myctophidae,Protomyctophum,Protomyctophum crockeri,2,1,2,,#DIV/0!,b,Hatfield,JI,,,,,
111,0111-1-1,1,1,2022/3/7,CM,4,Scorpaenidae,Sebastes,Sebastes spp.,4,1,4,,#DIV/0!,a,Hatfield,JI,,,,,
111,0111-1-2,1,2,2022/3/7,CM,4,Myctophidae,Stenobrachius,Stenobrachius leucopsarus,1,1,1,,#DIV/0!,c,Hatfield,JI,beat up,,,,
111,0111-1-2,1,2,2022/3/7,CM,4,Scorpaenidae,Sebastes,Sebastes spp.,1,1,1,,#DIV/0!,a,Hatfield,JI,,,,,
111,0111-1-2,1,2,2022/3/7,CM,4,Damaged,Damaged,Damaged,2,1,2,,#DIV/0!,b,Hatfield,JI,,,,,
111,0111-1-3,1,3,2022/3/7,CM,4,Myctophidae,Stenobrachius,Stenobrachius leucopsarus,1,1,1,,#DIV/0!,b,Hatfield,JI,,,,,
111,0111-1-3,1,3,2022/3/7,CM,4,Scorpaenidae,Sebastes,Sebastes spp.,12,1,12,,#DIV/0!,a,Hatfield,JI,,,,,
111,0111-1-4,1,4,2022/3/7,CM,4,Myctophidae,Stenobrachius,Stenobrachius leucopsarus,1,2,2,,#DIV/0!,b,Hatfield,JI,,,,,
111,0111-1-4,1,4,2022/3/7,CM,4,Scorpaenidae,Sebastes,Sebastes spp.,30,2,60,,#DIV/0!,a,Hatfield,JI,,,,,
111,111-1-4p,1,4,2022/3/7,CM,4,Scorpaenidae,Sebastes,Sebastes spp.,20,2,40,,#DIV/0!,pa,Hatfield,JI,,,,,
111,111-1-4p,1,4,2022/3/7,CM,4,Cottidae,Scorpaenichthys,Scorpaenichthys marmoratus,1,2,2,,#DIV/0!,pb,Hatfield,JI,,,,,
111,111-4-0,4,0,2022/3/7,CM,4,Bathylagidae,Lipolagus,Lipolagus ochotensis,2,1,2,,#DIV/0!,g,Hatfield,JI,,,,,
111,111-4-0,4,0,2022/3/7,CM,4,Myctophidae,Stenobrachius,Stenobrachius leucopsarus,1,1,1,,#DIV/0!,h,Hatfield,JI,,,,,
111,111-4-0,4,0,2022/3/7,CM,4,Myctophidae,Tarletonbeania,Tarletonbeania crenularis,2,1,2,,#DIV/0!,i,Hatfield,JI,,,,,
111,111-4-0,4,0,2022/3/7,CM,4,Scorpaenidae,Sebastes,Sebastes spp.,234,1,234,,#DIV/0!,a,Hatfield,JI,"in 2 separate ""a"" vials",,,,
111,111-4-0,4,0,2022/3/7,CM,4,Scorpaenidae,Sebastolobus,Sebastolobus spp.,318,1,318,,#DIV/0!,b,Hatfield,JI,Sebastolobus altivelis. very young in the vial (lots more still in eggs in the sample jar),,,,
111,111-4-0,4,0,2022/3/7,CM,4,Cottidae,Cottid spp.,Cottidae spp.,1,1,1,,#DIV/0!,d,Hatfield,JI,,,,,
111,111-4-0,4,0,2022/3/7,CM,4,Cottidae,Hemilepidotus,Hemilepidotus spinosus,6,1,6,,#DIV/0!,c,Hatfield,JI,,,,,
111,111-4-0,4,0,2022/3/7,CM,4,Liparidae,Liparis,Liparis fucensis,5,1,5,,#DIV/0!,e,Hatfield,JI,,,,,
111,111-4-0,4,0,2022/3/7,CM,4,Paralichthyidae,Citharichthys,Citharichthys stigmaeus,1,1,1,,#DIV/0!,k,Hatfield,JI,,,,,
111,111-4-0,4,0,2022/3/7,CM,4,Pleuronectidae,Glyptocephalus,Glyptocephalus zachirus,1,1,1,,#DIV/0!,l,Hatfield,JI,,,,,
111,111-4-0,4,0,2022/3/7,CM,4,Damaged,Damaged,Damaged,12,1,12,,#DIV/0!,f,Hatfield,JI,,,,,
111,111-4-0,4,0,2022/3/7,CM,4,Unknown,Unknown,Unknown,2,1,2,,#DIV/0!,j,Hatfield,JI,,,,,
111,111-4-0,4,0,2022/3/7,CM,4,Pleuronectidae,Microstomus,Microstomus pacificus,1,1,1,,#DIV/0!,m,Hatfield,JI,,,,,
112,112-1-0,1,0,2022/3/7,CM,3,Myctophidae,Stenobrachius,Stenobrachius leucopsarus,8,2,16,,#DIV/0!,b,Hatfield,JI,,,,,
112,112-1-0,1,0,2022/3/7,CM,3,Scorpaenidae,Sebastes,Sebastes spp.,47,2,94,,#DIV/0!,a,Hatfield,JI,,,,,
112,112-1-0,1,0,2022/3/7,CM,3,Damaged,Damaged,Damaged,2,2,4,,#DIV/0!,c,Hatfield,JI,,,,,
112,0112-1-1,1,1,2022/3/7,CM,3,Myctophidae,Tarletonbeania,Tarletonbeania crenularis,1,1,1,,#DIV/0!,c,Hatfield,JI,,,,,
112,0112-1-1,1,1,2022/3/7,CM,3,Scorpaenidae,Sebastes,Sebastes spp.,114,1,114,,#DIV/0!,a,Hatfield,JI,,,,,
112,0112-1-1,1,1,2022/3/7,CM,3,Damaged,Damaged,Damaged,15,1,15,,#DIV/0!,b,Hatfield,JI,,,,,
112,0112-1-2,1,2,2022/3/7,CM,3,Myctophidae,Stenobrachius,Stenobrachius leucopsarus,1,1,1,,#DIV/0!,b,Hatfield,JI,,,,,
112,0112-1-2,1,2,2022/3/7,CM,3,Scorpaenidae,Sebastes,Sebastes spp.,10,1,10,,#DIV/0!,a,Hatfield,JI,,,,,
112,0112-1-2,1,2,2022/3/7,CM,3,Liparidae,Liparis,Liparis fucensis,1,1,1,,#DIV/0!,c,Hatfield,JI,,,,,
112,0112-1-2,1,2,2022/3/7,CM,3,Damaged,Damaged,Damaged,2,1,2,,#DIV/0!,d,Hatfield,JI,,,,,
112,0112-1-3,1,3,2022/3/7,CM,3,Myctophidae,Stenobrachius,Stenobrachius leucopsarus,4,1,4,,#DIV/0!,b,Hatfield,JI,,,,,
112,0112-1-3,1,3,2022/3/7,CM,3,Scorpaenidae,Sebastes,Sebastes spp.,3,1,3,,#DIV/0!,a,Hatfield,JI,,,,,
112,0112-1-3,1,3,2022/3/7,CM,3,Damaged,Damaged,Damaged,1,1,1,,#DIV/0!,d,Hatfield,JI,,,,,
112,0112-1-3,1,3,2022/3/7,CM,3,Unknown,Unknown,Unknown,1,1,1,,#DIV/0!,e,Hatfield,JI,,,,,
112,0112-1-3,1,3,2022/3/7,CM,3,Anoplopomatidae,Anoplopomatidae spp.,Anoplopomatidae spp.,1,1,1,,#DIV/0!,c,Hatfield,JI,vial is empty,,,,
112,0112-1-4,1,4,2022/3/7,CM,3,Myctophidae,Stenobrachius,Stenobrachius leucopsarus,2,2,4,,#DIV/0!,b,Hatfield,JI,,,,,
112,0112-1-4,1,4,2022/3/7,CM,3,Scorpaenidae,Sebastes,Sebastes spp.,45,2,90,,#DIV/0!,a,Hatfield,JI,,,,,
112,0112-1-4,1,4,2022/3/7,CM,3,Cottidae,Scorpaenichthys,Scorpaenichthys marmoratus,2,2,4,,#DIV/0!,d,Hatfield,JI,,,,,
112,0112-1-4,1,4,2022/3/7,CM,3,Pleuronectidae,Parophrys,Parophrys vetulus,2,2,4,,#DIV/0!,c,Hatfield,JI,,,,,
112,0112-1-4,1,4,2022/3/7,CM,3,Damaged,Damaged,Damaged,1,2,2,,#DIV/0!,e,Hatfield,JI,,,,,
112,0112-1-4,1,4,2022/3/7,CM,3,Unknown,Unknown,Unknown,1,2,2,,#DIV/0!,f,Hatfield,JI,,,,,
112,112-1-4p,1,4,2022/3/7,CM,3,Myctophidae,Stenobrachius,Stenobrachius leucopsarus,2,2,4,,#DIV/0!,pb,Hatfield,JI,,,,,
112,112-1-4p,1,4,2022/3/7,CM,3,Scorpaenidae,Sebastes,Sebastes spp.,10,2,20,,#DIV/0!,pa,Hatfield,JI,,,,,
112,112-1-4p,1,4,2022/3/7,CM,3,Cottidae,Cottid spp.,Cottidae spp.,1,2,2,,#DIV/0!,pc,Hatfield,JI,,,,,
112,112-4-0,4,0,2022/3/7,CM,3,Bathylagidae,Lipolagus,Lipolagus ochotensis,1,1,1,,#DIV/0!,f,Hatfield,JI,,,,,
112,112-4-0,4,0,2022/3/7,CM,3,Myctophidae,Stenobrachius,Stenobrachius leucopsarus,1,1,1,,#DIV/0!,j,Hatfield,JI,,,,,
112,112-4-0,4,0,2022/3/7,CM,3,Myctophidae,Protomyctophum,Protomyctophum crockeri,1?,1,#VALUE!,,#VALUE!,m,Hatfield,JI,not in great shape so unsure on ID,,,,
112,112-4-0,4,0,2022/3/7,CM,3,Myctophidae,Tarletonbeania,Tarletonbeania crenularis,1,1,1,,#DIV/0!,d,Hatfield,JI,,,,,
112,112-4-0,4,0,2022/3/7,CM,3,Scorpaenidae,Sebastes,Sebastes spp.,412,1,412,,#DIV/0!,a,Hatfield,JI,"split in 4 ""a"" vials with counts of 101, 100, 100, and 101",,,,
112,112-4-0,4,0,2022/3/7,CM,3,Cottidae,Cottid spp.,Cottidae spp.,4?,1,#VALUE!,,#VALUE!,n,Hatfield,JI,"dark dorsal and ventral lines, long body, bulbus head",,,,
112,112-4-0,4,0,2022/3/7,CM,3,Cottidae,Hemilepidotus,Hemilepidotus spinosus,6,1,6,,#DIV/0!,l,Hatfield,JI,,,,,
112,112-4-0,4,0,2022/3/7,CM,3,Cottidae,Scorpaenichthys,Scorpaenichthys marmoratus,2,1,2,,#DIV/0!,k,Hatfield,JI,,,,,
112,112-4-0,4,0,2022/3/7,CM,3,Liparidae,Liparis,Liparis fucensis,11,1,11,,#DIV/0!,i,Hatfield,JI,,,,,
112,112-4-0,4,0,2022/3/7,CM,3,Pleuronectidae,Glyptocephalus,Glyptocephalus zachirus,8,1,8,,#DIV/0!,g,Hatfield,JI,,,,,
112,112-4-0,4,0,2022/3/7,CM,3,Pleuronectidae,Lyopsetta,Lyopsetta exilis,1,1,1,,#DIV/0!,e,Hatfield,JI,,,,,
112,112-4-0,4,0,2022/3/7,CM,3,Pleuronectidae,Parophrys,Parophrys vetulus,1,1,1,,#DIV/0!,h,Hatfield,JI,,,,,
112,112-4-0,4,0,2022/3/7,CM,3,Damaged,Damaged,Damaged,24,1,24,,#DIV/0!,c,Hatfield,JI,,,,,
112,112-4-0,4,0,2022/3/7,CM,3,Unknown,Unknown,Unknown,3,1,3,,#DIV/0!,o,Hatfield,JI,2 diff spp,,,,
112,112-4-0,4,0,2022/3/7,CM,3,Anarhichadidae,Anarrhichthys,Anarrhichthys ocellatus,1,1,1,,#DIV/0!,b,Hatfield,JI,,,,,
113,113-1-0,1,0,2022/3/7,CM,2,Scorpaenidae,Sebastes,Sebastes spp.,11,2,22,,#DIV/0!,a,Hatfield,JI,,NH entered data below here 10/31/2024 - spooky,,,
113,113-1-0,1,0,2022/3/7,CM,2,Myctophidae,Stenobrachius,Stenobrachius leucopsarus,2,2,4,,#DIV/0!,b,Hatfield,JI,,,,,
113,113-1-0,1,0,2022/3/7,CM,2,Damaged,Damaged,Damaged,4,2,8,,#DIV/0!,c,Hatfield,JI,,,,,
113,113-1-0,1,0,2022/3/7,CM,2,Pleuronectidae,Glyptocephalus,Glyptocephalus zachirus,9,2,18,,#DIV/0!,d,Hatfield,JI,,,,,
113,113-1-0,1,0,2022/3/7,CM,2,Stichaeidae,Plectobranchus,Plectobranchus evides,2,2,4,,#DIV/0!,e,Hatfield,JI,,,,,
113,113-1-0,1,0,2022/3/7,CM,2,Pleuronectidae,Lyopsetta,Lyopsetta exilis,2,2,4,,#DIV/0!,f,Hatfield,JI,,,,,
113,113-1-0,1,0,2022/3/7,CM,2,Pholidae,Apodichthus,Apodichthus flavidus,5,2,10,,#DIV/0!,f2,Hatfield,JI,apodichthys*,,,,
113,113-1-0,1,0,2022/3/7,CM,2,Unknown,Unknown,Unknown,3,2,6,,#DIV/0!,g,Hatfield,JI,,,,,
113,0113-1-1,1,1,2022/3/7,CM,2,Scorpaenidae,Sebastes,Sebastes spp.,2,1,2,,#DIV/0!,a,Hatfield,JI,,,,,
113,0113-1-1,1,1,2022/3/7,CM,2,Stichaeidae,Plectobranchus,Plectobranchus evides,2,1,2,,#DIV/0!,b,Hatfield,JI,,,,,
113,0113-1-1,1,1,2022/3/7,CM,2,Agonidae,Xeneretmus,Xeneretmus latifrons,4,1,4,,#DIV/0!,c,Hatfield,JI,,,,,
113,0113-1-1,1,1,2022/3/7,CM,2,Cottidae,Radulinus,Radulinus asprellus,2,1,2,,#DIV/0!,d,Hatfield,JI,,,,,
113,0113-1-1,1,1,2022/3/7,CM,2,Damaged,Damaged,Damaged,2,1,2,,#DIV/0!,e,Hatfield,JI,,,,,
113,0113-1-1,1,1,2022/3/7,CM,2,Liparidae,Liparis,Liparis fucensis,1,1,1,,#DIV/0!,f,Hatfield,JI,,,,,
113,0113-1-1,1,1,2022/3/7,CM,2,Myctophidae,,,1,1,1,,#DIV/0!,g,Hatfield,JI,Ceratoscopelus townsendi - needs added genus and species,,,,
113,0113-1-1,1,1,2022/3/7,CM,2,Pleuronectidae,Lyopsetta,Lyopsetta exilis,2,1,2,,#DIV/0!,h,Hatfield,JI,,,,,
113,0113-1-1,1,1,2022/3/7,CM,2,Unknown,Unknown,Unknown,3,1,3,,#DIV/0!,i,Hatfield,JI,,,,,
113,0113-1-1,1,2,2022/3/7,CM,2,Scorpaenidae,Sebastes,Sebastes spp.,12,1,12,,#DIV/0!,a,Hatfield,JI,,,,,
113,0113-1-1,1,2,2022/3/7,CM,2,Stichaeidae,Plectobranchus,Plectobranchus evides,2,1,2,,#DIV/0!,b,Hatfield,JI,,,,,
113,0113-1-2,1,2,2022/3/7,CM,2,Pleuronectidae,Lyopsetta,Lyopsetta exilis,4,1,4,,#DIV/0!,c,Hatfield,JI,,,,,
113,0113-1-2,1,2,2022/3/7,CM,2,Agonidae,Xeneretmus,Xeneretmus latifrons,1,1,1,,#DIV/0!,d,Hatfield,JI,,,,,
113,0113-1-2,1,2,2022/3/7,CM,2,Pleuronectidae,Isopsetta,Isopsetta isolepis,1,1,1,,#DIV/0!,e,Hatfield,JI,,,,,
113,0113-1-2,1,2,2022/3/7,CM,2,Unknown,Unknown,Unknown,1,1,1,,#DIV/0!,f,Hatfield,JI,,,,,
113,0113-1-3,1,3,2022/3/7,CM,2,Scorpaenidae,Sebastes,Sebastes spp.,4,1,4,,#DIV/0!,a,Hatfield,JI,,,,,
113,0113-1-3,1,3,2022/3/7,CM,2,Pleuronectidae,Lyopsetta,Lyopsetta exilis,1,1,1,,#DIV/0!,b,Hatfield,JI,,,,,
113,0113-1-3,1,3,2022/3/7,CM,2,Pleuronectidae,Parophrys,Parophrys vetulus,1,1,1,,#DIV/0!,c,Hatfield,JI,,,,,
113,0113-1-4,1,4,2022/3/7,CM,2,Scorpaenidae,Sebastes,Sebastes spp.,2,2,4,,#DIV/0!,a,Hatfield,JI,,,,,
113,0113-1-4,1,4,2022/3/7,CM,2,Damaged,Damaged,Damaged,1,2,2,,#DIV/0!,b,Hatfield,JI,,,,,
113,0113-1-4,1,4,2022/3/7,CM,2,Hexagrammidae,Ophiodon,Ophiodon elongatus,1,2,2,,#DIV/0!,c,Hatfield,JI,,,,,
113,113-4-0,4,0,2022/3/7,CM,2,Agonidae,Xeneretmus,Xeneretmus latifrons,2,1,2,,#DIV/0!,a,Hatfield,JI,,,,,
113,113-4-0,4,0,2022/3/7,CM,2,Scorpaenidae,Sebastes,Sebastes spp.,15,1,15,,#DIV/0!,b,Hatfield,JI,,,,,
113,113-4-0,4,0,2022/3/7,CM,2,Pholidae,Apodichthus,Apodichthus flavidus,19,1,19,,#DIV/0!,c,Hatfield,JI,,,,,
113,113-4-0,4,0,2022/3/7,CM,2,Stichaeidae,Xiphister,Xiphister atrophurpureus,1,1,1,,#DIV/0!,d,Hatfield,JI,,,,,
113,113-4-0,4,0,2022/3/7,CM,2,Liparidae,Liparis,Liparis fucensis,1,1,1,,#DIV/0!,e,Hatfield,JI,,,,,
113,113-4-0,4,0,2022/3/7,CM,2,Hexagrammidae,Ophiodon,Ophiodon elongatus,1,1,1,,#DIV/0!,f,Hatfield,JI,?,,,,
113,113-4-0,4,0,2022/3/7,CM,2,Damaged,Damaged,Damaged,23,1,23,,#DIV/0!,g,Hatfield,JI,,,,,
113,0113-4-1,4,1,2022/3/7,CM,2,Liparidae,Liparis,Liparis fucensis,3,1,3,,#DIV/0!,a,Hatfield,JI,,,,,
113,0113-4-1,4,1,2022/3/7,CM,2,Agonidae,Xeneretmus,Xeneretmus latifrons,3,1,3,,#DIV/0!,b,Hatfield,JI,,,,,
113,0113-4-1,4,1,2022/3/7,CM,2,Pleuronectidae,Lyopsetta,Lyopsetta exilis,4,1,4,,#DIV/0!,c,Hatfield,JI,,,,,
113,0113-4-1,4,1,2022/3/7,CM,2,Myctophidae,Protomyctophum,Protomyctophum crockeri,1,1,1,,#DIV/0!,d,Hatfield,JI,,,,,
113,0113-4-1,4,1,2022/3/7,CM,2,Stichaeidae,Plectobranchus,Plectobranchus evides,3,1,3,,#DIV/0!,e,Hatfield,JI,,,,,
113,0113-4-1,4,1,2022/3/7,CM,2,Cottidae,Hemilepidotus,Hemilepidotus spinosus,2,1,2,,#DIV/0!,f,Hatfield,JI,,,,,
113,0113-4-2,4,2,2022/3/7,CM,2,Pleuronectidae,Parophrys,Parophrys vetulus,4,1,4,,#DIV/0!,a,Hatfield,JI,,,,,
113,0113-4-2,4,2,2022/3/7,CM,2,Liparidae,Liparis,Liparis fucensis,5,1,5,,#DIV/0!,b,Hatfield,JI,,,,,
113,0113-4-2,4,2,2022/3/7,CM,2,Myctophidae,Protomyctophum,Protomyctophum crockeri,1,1,1,,#DIV/0!,c,Hatfield,JI,,,,,
113,0113-4-2,4,2,2022/3/7,CM,2,Pleuronectidae,Lyopsetta,Lyopsetta exilis,3,1,3,,#DIV/0!,d,Hatfield,JI,,,,,
113,0113-4-2,4,2,2022/3/7,CM,2,Stichaeidae,Plectobranchus,Plectobranchus evides,2,1,2,,#DIV/0!,e,Hatfield,JI,,,,,
113,0113-4-2,4,2,2022/3/7,CM,2,Cottidae,Scorpaenichthys,Scorpaenichthys marmoratus,1,1,1,,#DIV/0!,f,Hatfield,JI,?,,,,
113,0113-4-3,4,3,2022/3/7,CM,2,Pleuronectidae,Parophrys,Parophrys vetulus,5,1,5,,#DIV/0!,a,Hatfield,JI,,,,,
113,0113-4-3,4,3,2022/3/7,CM,2,Liparidae,Liparis,Liparis fucensis,1,1,1,,#DIV/0!,b,Hatfield,JI,,,,,
113,0113-4-4,4,4,2022/3/7,CM,2,Scorpaenidae,Sebastes,Sebastes spp.,9,1,9,,#DIV/0!,a,Hatfield,JI,,,,,
113,0113-4-4,4,4,2022/3/7,CM,2,Pholidae,Apodichthus,Apodichthus flavidus,1,1,1,,#DIV/0!,b,Hatfield,JI,,,,,
113,0113-4-4,4,4,2022/3/7,CM,2,Cottidae,Cottid spp.,Cottidae spp.,1,1,1,,#DIV/0!,c,Hatfield,JI,,,,,
113,0113-4-4,4,4,2022/3/7,CM,2,Damaged,Damaged,Damaged,5,1,5,,#DIV/0!,d,Hatfield,JI,,,,,
114,114-1-0,1,0,2022/3/7,CM,1,Pleuronectidae,Parophrys,Parophrys vetulus,8,2,16,,#DIV/0!,a,Hatfield,JI,,,,,
114,114-1-0,1,0,2022/3/7,CM,1,Scorpaenidae,Sebastes,Sebastes spp.,1,2,2,,#DIV/0!,b,Hatfield,JI,,,,,
114,114-1-0,1,0,2022/3/7,CM,1,Osmeridae,Osmerid spp.,Osmerid spp.,3,2,6,,#DIV/0!,c,Hatfield,NH,november '24 LB and NH checked E. mordax ID's ,,,,
114,114-1-0,1,0,2022/3/7,CM,1,Pleuronectidae,Psettichthys,Psettichthys melanostictus,4,2,8,,#DIV/0!,d,Hatfield,JI,,,,,
114,114-1-0,1,0,2022/3/7,CM,1,Gadidae,Microgadus,Microgadus proximus,9,2,18,,#DIV/0!,e,Hatfield,JI,,,,,
114,114-1-0,1,0,2022/3/7,CM,1,Liparidae,Liparis,Liparis spp.,1,2,2,,#DIV/0!,f,Hatfield,JI,?,,,,
114,114-1-0,1,0,2022/3/7,CM,1,Cottidae,Nautichthys,Nautichthys spp. ,1,2,2,,#DIV/0!,g,Hatfield,JI,,,,,
114,114-1-0,1,0,2022/3/7,CM,1,Damaged,Damaged,Damaged,1,2,2,,#DIV/0!,h,Hatfield,JI,,,,,
114,114-1-0,1,0,2022/3/7,CM,1,Unknown,Unknown,Unknown,2,2,4,,#DIV/0!,i,Hatfield,JI,,,,,
114,114-1-0,1,0,2022/3/7,CM,1,Ammodytidae,Ammodytes,Ammodytes spp.,3,2,3,,,j,Hatfield,NH,november '24 LB and NH checked E. mordax ID's ,,,,
114,0114-1-3,1,3,2022/3/7,CM,1,Scorpaenidae,Sebastes,Sebastes spp.,1,1,1,,#DIV/0!,a,Hatfield,JI,,,,,
114,0114-1-3,1,3,2022/3/7,CM,1,Unknown,Unknown,Unknown,6,1,6,,#DIV/0!,b,Hatfield,JI,tiny,,,,
114,0114-1-3,1,3,2022/3/7,CM,1,Damaged,Damaged,Damaged,2,1,2,,#DIV/0!,c,Hatfield,JI,,,,,
114,0114-1-4,1,4,2022/3/7,CM,1,Gadidae,Microgadus,Microgadus proximus,10,2,20,,#DIV/0!,a,Hatfield,JI,,,,,
114,0114-1-4,1,4,2022/3/7,CM,1,Osmeridae,Osmerid spp.,Osmerid spp.,1,2,2,,#DIV/0!,b,Hatfield,LB,november '24 LB and NH checked E. mordax ID's ,,,,
114,0114-1-4,1,4,2022/3/7,CM,1,Pholidae,Apodichthus,Apodichthus flavidus,3,2,6,,#DIV/0!,c,Hatfield,JI,,,,,
114,0114-1-4,1,4,2022/3/7,CM,1,Pleuronectidae,Parophrys,Parophrys vetulus,2,2,4,,#DIV/0!,d,Hatfield,JI,,,,,
114,0114-1-4,1,4,2022/3/7,CM,1,Pleuronectidae,Psettichthys,Psettichthys melanostictus,1,2,2,,#DIV/0!,e,Hatfield,JI,,,,,
114,0114-1-4,1,4,2022/3/7,CM,1,Liparidae,Liparis,Liparis fucensis,2,2,4,,#DIV/0!,f,Hatfield,JI,,,,,
114,0114-1-4,1,4,2022/3/7,CM,1,Damaged,Damaged,Damaged,2,2,4,,#DIV/0!,g,Hatfield,JI,,,,,
114,0114-1-4,1,4,2022/3/7,CM,1,Damaged,Damaged,Damaged,32,2,64,,#DIV/0!,h,Hatfield,JI,fish from jars 001-003 were dessicated,,,,
114,114-4-0,4,0,2022/3/7,CM,1,Gadidae,Microgadus,Microgadus proximus,22,1,22,,#DIV/0!,a,Hatfield,JI,,,,,
