haul,haul.number,moc,net.number,date,transect,station,family,genus,species,number.of.individuals.raw,split.multiplier,number.of.individuals.adjusted,volume.filtered.m3,concentration.1000m3,vial.letter,fish.box.location,id.by,notes
315,0315-1-2,1,2,2023/2/25,NH,4,Bathylagidae,Lipolagus,Lipolagus ochotensis,1,1,,,,D,Hatfield,NH,
315,0315-1-2,1,2,2023/2/25,NH,4,Myctophidae,Protomyctophum,Protomyctophum crockeri,1,1,,,,E,Hatfield,NH,
315,0315-1-2,1,2,2023/2/25,NH,4,Damaged,Damaged,Damaged,1,1,,,,F,Hatfield,NH,
315,0315-1-3,1,3,2023/2/25,NH,4,Myctophidae,Stenobrachius,Stenobrachius leucopsarus,25,1,,,,A,Hatfield,NH,
315,0315-1-3,1,3,2023/2/25,NH,4,Scorpaenidae,Sebastes,Sebastes spp.,80,1,,,,B,Hatfield,NH,
315,0315-1-3,1,3,2023/2/25,NH,4,Damaged,Damaged,Damaged,3,1,,,,C,Hatfield,NH,
315,0315-1-4,1,4,2023/2/25,NH,4,Cottidae,Hemilepidotus,Hemilepidotus spinosus,1,2,,,,A,Hatfield,NH,
315,0315-1-4,1,4,2023/2/25,NH,4,Scorpaenidae,Sebastes,Sebastes spp.,54,2,,,,B,Hatfield,NH,
315,0315-1-4,1,4,2023/2/25,NH,4,Myctophidae,Stenobrachius,Stenobrachius leucopsarus,7,2,,,,C,Hatfield,NH,
315,0315-1-4,1,4,2023/2/25,NH,4,Damaged,Damaged,Damaged,3,2,,,,D,Hatfield,NH,
315,315-4-0,4,0,2023/2/25,NH,4,Myctophidae,Stenobrachius,Stenobrachius leucopsarus,1,1,,,,A,Hatfield,NH,
315,315-4-0,4,0,2023/2/25,NH,4,Scorpaenidae,Sebastes,Sebastes spp.,23,1,,,,B,Hatfield,NH,
315,315-4-0,4,0,2023/2/25,NH,4,Cottidae,Hemilepidotus,Hemilepidotus spinosus,6,1,,,,C,Hatfield,NH,
315,315-4-0,4,0,2023/2/25,NH,4,Liparidae,Liparis,Liparis fucensis,1,1,,,,D,Hatfield,NH,
315,315-4-0,4,0,2023/2/25,NH,4,Damaged,Damaged,Damaged,2,1,,,,E,Hatfield,NH,
315,0315-4-1,4,1,2023/2/25,NH,4,Myctophidae,Protomyctophum,Protomyctophum thompsoni,1,1,,,,A,Hatfield,NH,
315,0315-4-1,4,1,2023/2/25,NH,4,Scorpaenidae,Sebastes,Sebastes spp.,46,1,,,,B,Hatfield,NH,
315,0315-4-2,4,2,2023/2/25,NH,4,Damaged,Damaged,Damaged,1,1,,,,A,Hatfield,NH,
315,0315-4-2,4,2,2023/2/25,NH,4,Scorpaenidae,Sebastes,Sebastes spp.,11,1,,,,B,Hatfield,NH,
315,0315-4-3,4,3,2023/2/25,NH,4,Myctophidae,Stenobrachius,Stenobrachius leucopsarus,14,1,,,,A,Hatfield,NH,
315,0315-4-3,4,3,2023/2/25,NH,4,Scorpaenidae,Sebastes,Sebastes spp.,42,1,,,,B,Hatfield,NH,
315,0315-4-3,4,3,2023/2/25,NH,4,Myctophidae,Tarletonbeania,Tarletonbeania crenularis,1,1,,,,C,Hatfield,NH,
315,0315-4-3,4,3,2023/2/25,NH,4,Liparidae,Liparis,Liparis fucensis,1,1,,,,D,Hatfield,NH,
315,0315-4-3,4,3,2023/2/25,NH,4,Pleuronectidae,Lyopsetta,Lyopsetta exilis,1,1,,,,E,Hatfield,NH,
315,0315-4-4,4,4,2023/2/25,NH,4,Myctophidae,Stenobrachius,Stenobrachius leucopsarus,3,1,,,,A,Hatfield,JI,
315,0315-4-4,4,4,2023/2/25,NH,4,Scorpaenidae,Sebastes,Sebastes spp.,29,1,,,,B,Hatfield,JI,
315,0315-4-4,4,4,2023/2/25,NH,4,Cottidae,Hemilepidotus,Hemilepidotus spinosus,6,1,,,,C,Hatfield,JI,?
315,0315-4-4,4,4,2023/2/25,NH,4,Damaged,Damaged,Damaged,2,1,,,,D,Hatfield,JI,
315,0315-4-4,4,4,2023/2/25,NH,4,Pleuronectidae,Glyptocephalus,Glyptocephalus zachirus,2,1,,,,E,Hatfield,JI,
315,0315-4-4,4,4,2023/2/25,NH,4,Scorpaenidae,Sebastes,Sebastes spp.,3,1,,,,F,Hatfield,JI,?
316,316-1-0,1,0,2023/2/25,NH,5,Myctophidae,Stenobrachius,Stenobrachius leucopsarus,6,2,,,,A,Hatfield,NH,
316,316-1-0,1,0,2023/2/25,NH,5,Scorpaenidae,Sebastes,Sebastes spp.,32,2,,,,B,Hatfield,NH,
316,316-1-0,1,0,2023/2/25,NH,5,Bathylagidae,Lipolagus,Lipolagus ochotensis,1,2,,,,C,Hatfield,NH,
316,316-1-0,1,0,2023/2/25,NH,5,Myctophidae,Protomyctophum,Protomyctophum crockeri,2,2,,,,D,Hatfield,NH,
316,316-1-0,1,0,2023/2/25,NH,5,Myctophidae,Tarletonbeania,Tarletonbeania crenularis,1,2,,,,E,Hatfield,NH,
316,316-1-0,1,0,2023/2/25,NH,5,Pleuronectidae,Lyopsetta,Lyopsetta exilis,2,2,,,,F,Hatfield,NH,
316,0316-1-1,1,1,2023/2/25,NH,5,Bathylagidae,Lipolagus,Lipolagus ochotensis,2,1,,,#DIV/0!,A,Hatfield,NH,
316,0316-1-1,1,1,2023/2/25,NH,5,Scorpaenidae,Sebastes,Sebastes spp.,23,1,,,#DIV/0!,B,Hatfield,NH,
316,0316-1-1,1,1,2023/2/25,NH,5,Myctophidae,Stenobrachius,Stenobrachius leucopsarus,1,1,,,#DIV/0!,C,Hatfield,NH,
316,0316-1-2,1,2,2023/2/25,NH,5,Bathylagidae,Lipolagus,Lipolagus ochotensis,1,1,,,#DIV/0!,A,Hatfield,NH,
316,0316-1-2,1,2,2023/2/25,NH,5,Scorpaenidae,Sebastes,Sebastes spp.,58,1,,,#DIV/0!,B,Hatfield,NH,
316,0316-1-2,1,2,2023/2/25,NH,5,Myctophidae,Stenobrachius,Stenobrachius leucopsarus,5,1,,,#DIV/0!,C,Hatfield,NH,
316,0316-1-2,1,2,2023/2/25,NH,5,Myctophidae,Protomyctophum,Protomyctophum crockeri,3,1,,,#DIV/0!,D,Hatfield,NH,
316,0316-1-2,1,2,2023/2/25,NH,5,Pleuronectidae,Lyopsetta,Lyopsetta exilis,1,1,,,#DIV/0!,E,Hatfield,NH,
316,0316-1-2,1,2,2023/2/25,NH,5,Damaged,Damaged,Damaged,4,1,,,#DIV/0!,F,Hatfield,NH,
316,0316-1-3,1,3,2023/2/25,NH,5,Myctophidae,Stenobrachius,Stenobrachius leucopsarus,22,1,,,#DIV/0!,A,Hatfield,NH,
316,0316-1-3,1,3,2023/2/25,NH,5,Scorpaenidae,Sebastes,Sebastes spp.,30,1,,,#DIV/0!,B,Hatfield,NH,
316,0316-1-3,1,3,2023/2/25,NH,5,Pleuronectidae,Lyopsetta,Lyopsetta exilis,3,1,,,#DIV/0!,C,Hatfield,NH,
316,0316-1-3,1,3,2023/2/25,NH,5,Unknown,Unknown,Unknown,1,1,,,#DIV/0!,D,Hatfield,NH,
316,0316-1-3,1,3,2023/2/25,NH,5,Damaged,Damaged,Damaged,4,1,,,#DIV/0!,E,Hatfield,NH,
316,0316-1-4,1,4,2023/2/25,NH,5,Myctophidae,Stenobrachius,Stenobrachius leucopsarus,7,2,,,#DIV/0!,A,Hatfield,NH,
316,0316-1-4,1,4,2023/2/25,NH,5,Scorpaenidae,Sebastes,Sebastes spp.,7,2,,,#DIV/0!,B,Hatfield,NH,
316,0316-1-4,1,4,2023/2/25,NH,5,Pleuronectidae,Lyopsetta,Lyopsetta exilis,7,2,,,#DIV/0!,C,Hatfield,NH,
316,0316-1-4,1,4,2023/2/25,NH,5,Pleuronectidae,Glyptocephalus,Glyptocephalus zachirus,1,2,,,#DIV/0!,D,Hatfield,NH,
316,316-4-0,4,0,2023/2/25,NH,5,Cottidae,Hemilepidotus,Hemilepidotus spinosus,3,1,,,,A,Hatfield,NH,
316,316-4-0,4,0,2023/2/25,NH,5,Scorpaenidae,Sebastes,Sebastes spp.,3,1,,,,B,Hatfield,NH,
316,316-4-0,4,0,2023/2/25,NH,5,Myctophidae,Stenobrachius,Stenobrachius leucopsarus,2,1,,,,C,Hatfield,NH,
316,316-4-0,4,0,2023/2/25,NH,5,Myctophidae,Tarletonbeania,Tarletonbeania crenularis,2,1,,,,D,Hatfield,NH,
316,316-4-0,4,0,2023/2/25,NH,5,Bathylagidae,Lipolagus,Lipolagus ochotensis,1,1,,,,E,Hatfield,NH,
316,316-4-0,4,0,2023/2/25,NH,5,Liparidae,Liparis,Liparis fucensis,1,1,,,,F,Hatfield,NH,
316,316-4-0,4,0,2023/2/25,NH,5,Macrouridae,Albatrossia,Albatrossia pectoralis,1,1,,,,G,Hatfield,NH,
316,316-4-0,4,0,2023/2/25,NH,5,Damaged,Damaged,Damaged,1,1,,,,H,Hatfield,NH,
316,0316-4-1,4,1,2023/2/25,NH,5,Bathylagidae,Lipolagus,Lipolagus ochotensis,1,1,,,#DIV/0!,A,Hatfield,NH,
316,0316-4-1,4,1,2023/2/25,NH,5,Scorpaenidae,Sebastes,Sebastes spp.,2,1,,,#DIV/0!,B,Hatfield,NH,
316,0316-4-1,4,1,2023/2/25,NH,5,Myctophidae,Protomyctophum,Protomyctophum crockeri,1,1,,,#DIV/0!,C,Hatfield,NH,
316,0316-4-2,4,2,2023/2/25,NH,5,Bathylagidae,Lipolagus,Lipolagus ochotensis,2,1,,,#DIV/0!,A,Hatfield,NH,
316,0316-4-2,4,2,2023/2/25,NH,5,Scorpaenidae,Sebastes,Sebastes spp.,27,1,,,#DIV/0!,B,Hatfield,NH,
316,0316-4-2,4,2,2023/2/25,NH,5,Myctophidae,Tarletonbeania,Tarletonbeania crenularis,1,1,,,#DIV/0!,C,Hatfield,NH,
316,0316-4-3,4,3,2023/2/25,NH,5,Liparidae,Liparis,Liparis spp.,8,1,,,#DIV/0!,A,Hatfield,NH,
316,0316-4-3,4,3,2023/2/25,NH,5,Scorpaenidae,Sebastes,Sebastes spp.,37,1,,,#DIV/0!,B,Hatfield,NH,
316,0316-4-3,4,3,2023/2/25,NH,5,Paralichthyidae,Citharichthys,Citharichthys stigmaeus,1,1,,,#DIV/0!,C,Hatfield,NH,
316,0316-4-3,4,3,2023/2/25,NH,5,Myctophidae,Stenobrachius,Stenobrachius leucopsarus,12,1,,,#DIV/0!,D,Hatfield,NH,
316,0316-4-3,4,3,2023/2/25,NH,5,Myctophidae,Tarletonbeania,Tarletonbeania crenularis,2,1,,,#DIV/0!,E,Hatfield,NH,
316,0316-4-3,4,3,2023/2/25,NH,5,Pleuronectidae,Lyopsetta,Lyopsetta exilis,2,1,,,#DIV/0!,F,Hatfield,NH,
316,0316-4-3,4,3,2023/2/25,NH,5,Pleuronectidae,Parophrys,Parophrys vetulus,1,1,,,#DIV/0!,G,Hatfield,NH,
316,0316-4-3,4,3,2023/2/25,NH,5,Damaged,Damaged,Damaged,2,1,,,#DIV/0!,H,Hatfield,NH,
316,0316-4-4,4,4,2023/2/25,NH,5,Cottidae,Hemilepidotus,Hemilepidotus spinosus,5,1,,,,A,Hatfield,JI,?
316,0316-4-4,4,4,2023/2/25,NH,5,Myctophidae,Stenobrachius,Stenobrachius leucopsarus,12,1,,,,B,Hatfield,JI,
316,0316-4-4,4,4,2023/2/25,NH,5,Scorpaenidae,Sebastes,Sebastes spp.,20,1,,,,C,Hatfield,JI,
316,0316-4-4,4,4,2023/2/25,NH,5,Pleuronectidae,Glyptocephalus,Glyptocephalus zachirus,3,1,,,,D,Hatfield,JI,
316,0316-4-4,4,4,2023/2/25,NH,5,Paralepididae,Citharichthys,Citharichthys stigmaeus,1,1,,,,E,Hatfield,JI,?
316,0316-4-4,4,4,2023/2/25,NH,5,Liparidae,Liparis,Liparis fucensis,1,1,,,,F,Hatfield,JI,
316,0316-4-4,4,4,2023/2/25,NH,5,Pleuronectidae,Lyopsetta,Lyopsetta exilis,2,1,,,,G,Hatfield,JI,
316,0316-4-4,4,4,2023/2/25,NH,5,Unknown,Unknown,Unknown,1,1,,,,H,Hatfield,JI,
317,317-1-0,1,0,2023/2/25,NH,6,Myctophidae,Stenobrachius,Stenobrachius leucopsarus,19,2,,,,A,Hatfield,NH,
317,317-1-0,1,0,2023/2/25,NH,6,Scorpaenidae,Sebastes,Sebastes spp.,9,2,,,,B,Hatfield,NH,
317,317-1-0,1,0,2023/2/25,NH,6,Bathylagidae,Lipolagus,Lipolagus ochotensis,3,2,,,,C,Hatfield,NH,
317,317-1-0,1,0,2023/2/25,NH,6,Myctophidae,Protomyctophum,Protomyctophum crockeri,1,2,,,,D,Hatfield,NH,
317,317-1-0,1,0,2023/2/25,NH,6,Myctophidae,Tarletonbeania,Tarletonbeania crenularis,1,2,,,,E,Hatfield,NH,
317,317-1-0,1,0,2023/2/25,NH,6,Unknown,Unknown,Unknown,1,2,,,,F,Hatfield,NH,"ophidiidae, or microstomatidae? "
317,0317-1-1,1,1,2023/2/25,NH,6,Myctophidae,Protomyctophum,Protomyctophum crockeri,3,1,,,,A,Hatfield,JI,
317,0317-1-1,1,1,2023/2/25,NH,6,Scorpaenidae,Sebastes,Sebastes spp.,2,1,,,,B,Hatfield,JI,
317,0317-1-1,1,1,2023/2/25,NH,6,Clupeidae,Engraulis,Engraulis mordax,2,1,,,,C,Hatfield,JI,?
317,0317-1-1,1,1,2023/2/25,NH,6,Bathylagidae,Lipolagus,Lipolagus ochotensis,7,1,,,,D,Hatfield,JI,
317,0317-1-1,1,1,2023/2/25,NH,6,Bathylagidae,Bathylagus,Bathylagus pacificus,2,1,,,,E,Hatfield,JI,
317,0317-1-2,1,2,2023/2/25,NH,6,Bathylagidae,Lipolagus,Lipolagus ochotensis,25,1,,,,A,Hatfield,JI,
317,0317-1-2,1,2,2023/2/25,NH,6,Myctophidae,Stenobrachius,Stenobrachius leucopsarus,37,1,,,,B,Hatfield,JI,
317,0317-1-2,1,2,2023/2/25,NH,6,Damaged,Damaged,Damaged,5,1,,,,C,Hatfield,JI,
317,0317-1-2,1,2,2023/2/25,NH,6,Pleuronectidae,Lyopsetta,Lyopsetta exilis,1,1,,,,D,Hatfield,JI,
317,0317-1-2,1,2,2023/2/25,NH,6,Scorpaenidae,Sebastes,Sebastes spp.,2,1,,,,E,Hatfield,JI,
317,0317-1-2,1,2,2023/2/25,NH,6,Myctophidae,Tarletonbeania,Tarletonbeania crenularis,4,1,,,,F,Hatfield,JI,
317,0317-1-2,1,2,2023/2/25,NH,6,Unknown,Unknown,Unknown,1,1,,,,G,Hatfield,JI,
317,0317-1-3,1,3,2023/2/25,NH,6,Myctophidae,Stenobrachius,Stenobrachius leucopsarus,10,1,,,,A,Hatfield,JI,
317,0317-1-3,1,3,2023/2/25,NH,6,Scorpaenidae,Sebastes,Sebastes spp.,9,1,,,,B,Hatfield,JI,
317,0317-1-3,1,3,2023/2/25,NH,6,Pleuronectidae,Lyopsetta,Lyopsetta exilis,1,1,,,,C,Hatfield,JI,
317,0317-1-3,1,3,2023/2/25,NH,6,Damaged,Damaged,Damaged,1,1,,,,,,,
317,0317-1-4,1,4,2023/2/25,NH,6,Myctophidae,Stenobrachius,Stenobrachius leucopsarus,4,2,,,,A,Hatfield,JI,
317,0317-1-4,1,4,2023/2/25,NH,6,Scorpaenidae,Sebastes,Sebastes spp.,18,2,,,,B,Hatfield,JI,
317,0317-1-4,1,4,2023/2/25,NH,6,Paralepididae,Lestidiops,Lestidiops ringens,1,2,,,,C,Hatfield,JI,
317,0317-1-4,1,4,2023/2/25,NH,6,Pleuronectidae,Pleuronichthys,Pleuronichthys decurrens,1,2,,,,D,Hatfield,JI,
317,0317-1-4,1,4,2023/2/25,NH,6,Damaged,Damaged,Damaged,4,2,,,,E,Hatfield,JI,
317,317-4-0,4,0,2023/2/25,NH,6,Bathylagidae,Lipolagus,Lipolagus ochotensis,10,1,,,,A,Hatfield,NH,
317,317-4-0,4,0,2023/2/25,NH,6,Scorpaenidae,Sebastes,Sebastes spp.,29,1,,,,B,Hatfield,NH,
317,317-4-0,4,0,2023/2/25,NH,6,Myctophidae,Stenobrachius,Stenobrachius leucopsarus,6,1,,,,C,Hatfield,NH,
317,317-4-0,4,0,2023/2/25,NH,6,Myctophidae,Tarletonbeania,Tarletonbeania crenularis,4,1,,,,D,Hatfield,NH,
317,317-4-0,4,0,2023/2/25,NH,6,Cottidae,Scorpaenichthys,Scorpaenichthys marmoratus,1,1,,,,E,Hatfield,NH,
317,317-4-0,4,0,2023/2/25,NH,6,Liparidae,Liparis,Liparis fucensis,1,1,,,,F,Hatfield,NH,
317,317-4-0,4,0,2023/2/25,NH,6,Pleuronectidae,Lyopsetta,Lyopsetta exilis,1,1,,,,G,Hatfield,NH,
317,317-4-0,4,0,2023/2/25,NH,6,Paralepididae,Lestidiops,Lestidiops ringens,2,1,,,,H,Hatfield,NH,
317,317-4-0,4,0,2023/2/25,NH,6,Macrouridae,Macrouridae,Macrourid spp.,2,1,,,,I,Hatfield,NH,
317,317-4-0,4,0,2023/2/25,NH,6,Damaged,Damaged,Damaged,1,1,,,,J,Hatfield,NH,
317,0317-4-1,4,1,2023/2/25,NH,6,Bathylagidae,Lipolagus,Lipolagus ochotensis,4,1,,,,A,Hatfield,NH,
317,0317-4-1,4,1,2023/2/25,NH,6,Bathylagidae,Bathylagus,Bathylagus pacificus,1,1,,,,B,Hatfield,NH,
317,0317-4-1,4,1,2023/2/25,NH,6,Myctophidae,Protomyctophum,Protomyctophum crockeri,8,1,,,,C,Hatfield,NH,
317,0317-4-1,4,1,2023/2/25,NH,6,Myctophidae,Protomyctophum,Protomyctophum thompsoni,3,1,,,,D,Hatfield,NH,
317,0317-4-1,4,1,2023/2/25,NH,6,Myctophidae,Tarletonbeania,Tarletonbeania crenularis,1,1,,,,E,Hatfield,NH,
317,0317-4-1,4,1,2023/2/25,NH,6,Damaged,Damaged,Damaged,2,1,,,,F,Hatfield,NH,look like myctophids
317,0317-4-2,4,2,2023/2/25,NH,6,Bathylagidae,Lipolagus,Lipolagus ochotensis,7,1,,,,A,Hatfield,NH,
317,0317-4-2,4,2,2023/2/25,NH,6,Scorpaenidae,Sebastes,Sebastes spp.,2,1,,,,B,Hatfield,NH,
317,0317-4-2,4,2,2023/2/25,NH,6,Paralepididae,Lestidiops,Lestidiops ringens,1,1,,,,C,Hatfield,NH,
317,0317-4-2,4,2,2023/2/25,NH,6,Myctophidae,Tarletonbeania,Tarletonbeania crenularis,2,1,,,,D,Hatfield,NH,
317,0317-4-2,4,2,2023/2/25,NH,6,Myctophidae,Stenobrachius,Stenobrachius leucopsarus,1,1,,,,E,Hatfield,NH,
317,0317-4-2,4,2,2023/2/25,NH,6,Macrouridae,Albatrossia,Albatrossia pectoralis,1,1,,,,F,Hatfield,NH,
317,0317-4-3,4,3,2023/2/25,NH,6,Myctophidae,Stenobrachius,Stenobrachius leucopsarus,13,1,,,,A,Hatfield,NH,
317,0317-4-3,4,3,2023/2/25,NH,6,Scorpaenidae,Sebastes,Sebastes spp.,13,1,,,,B,Hatfield,NH,
317,0317-4-3,4,3,2023/2/25,NH,6,Myctophidae,Nannobrachium,Nannobrachium spp.,1,1,,,,C,Hatfield,NH,
317,0317-4-3,4,3,2023/2/25,NH,6,Trachipteridae,Trachipterus,Trachipterus altivelis,1,1,,,,D,Hatfield,NH,
317,0317-4-3,4,3,2023/2/25,NH,6,Pleuronectidae,Lyopsetta,Lyopsetta exilis,1,1,,,,E,Hatfield,NH,
317,0317-4-4,4,4,2023/2/25,NH,6,Myctophidae,Stenobrachius,Stenobrachius leucopsarus,10,1,,,,A,Hatfield,NH,
317,0317-4-4,4,4,2023/2/25,NH,6,Scorpaenidae,Sebastes,Sebastes spp.,67,1,,,,B,Hatfield,NH,
317,0317-4-4,4,4,2023/2/25,NH,6,Cottidae,Hemilepidotus,Hemilepidotus spinosus,6,1,,,,C,Hatfield,NH,
317,0317-4-4,4,4,2023/2/25,NH,6,Paralepididae,Lestidiops,Lestidiops ringens,1,1,,,,D,Hatfield,NH,
317,0317-4-4,4,4,2023/2/25,NH,6,Pleuronectidae,Lyopsetta,Lyopsetta exilis,2,1,,,,E,Hatfield,NH,
317,0317-4-4,4,4,2023/2/25,NH,6,Liparidae,Liparis,Liparis fucensis,1,1,,,,F,Hatfield,NH,
317,0317-4-4,4,4,2023/2/25,NH,6,Damaged,Damaged,Damaged,2,1,,,,G,Hatfield,NH,
318,318-1-0,1,0,2023/2/24,NH,1,Osmeridae,Osmerid spp.,Osmerid spp.,8,2,16,,#DIV/0!,A,Hatfield,NH,
318,318-1-0,1,0,2023/2/24,NH,1,Pleuronectidae,Psettichthys,Psettichthys melanostictus,4,2,8,,#DIV/0!,B,Hatfield,NH,
318,318-1-0,1,0,2023/2/24,NH,1,Ammodytidae,Ammodytes,Ammodytes spp.,8,2,16,,#DIV/0!,C,Hatfield,NH,
318,318-1-0,1,0,2023/2/24,NH,1,Gobiidae,Gobiidae spp.,Gobiidae spp.,3,2,6,,#DIV/0!,D,Hatfield,NH,
318,318-1-0,1,0,2023/2/24,NH,1,Cottidae,Cottid spp.,Cottidae spp.,1,2,2,,#DIV/0!,E,Hatfield,NH,
318,318-1-0,1,0,2023/2/24,NH,1,Scorpaenidae,Sebastes,Sebastes spp.,3,2,6,,#DIV/0!,F,Hatfield,NH,
318,318-1-0,1,0,2023/2/24,NH,1,Unknown,Unknown,Unknown,7,2,14,,#DIV/0!,G,Hatfield,NH,unpigmented eyes and yolk sacks
318,318-1-0,1,0,2023/2/24,NH,1,Pleuronectidae,Parophrys,Parophrys vetulus,65,2,130,,#DIV/0!,H,Hatfield,NH,
318,318-1-0,1,0,2023/2/24,NH,1,Pleuronectidae,Isopsetta,Isopsetta isolepis,66,2,132,,#DIV/0!,I,Hatfield,NH,
318,318-1-0,1,0,2023/2/24,NH,1,Damaged,Damaged,Damaged,18,2,36,,#DIV/0!,J,Hatfield,NH,
318,0318-1-3,1,3,2023/2/24,NH,1,Gobiidae,Gobiidae spp.,Gobiidae spp.,1,1,1,,#DIV/0!,A,Hatfield,NH,
318,0318-1-3,1,3,2023/2/24,NH,1,Osmeridae,Osmerid spp.,Osmerid spp.,1,1,1,,#DIV/0!,B,Hatfield,NH,
318,0318-1-3,1,3,2023/2/24,NH,1,Unknown,Unknown,Unknown,3,1,3,,#DIV/0!,C,Hatfield,NH,
318,0318-1-3,1,3,2023/2/24,NH,1,Pleuronectidae,Isopsetta,Isopsetta isolepis,4,1,4,,#DIV/0!,D,Hatfield,NH,
318,0318-1-3,1,3,2023/2/24,NH,1,Pleuronectidae,Parophrys,Parophrys vetulus,3,1,3,,#DIV/0!,E,Hatfield,NH,
318,0318-1-3,1,3,2023/2/24,NH,1,Bathymasteridae,Ronquilus,Ronquilus jordani,1,1,1,,#DIV/0!,F,Hatfield,NH,
318,0318-1-3,1,3,2023/2/24,NH,1,Pleuronectidae,Psettichthys,Psettichthys melanostictus,1,1,1,,,G,Hatfield,NH,
318,0318-1-3,1,3,2023/2/24,NH,1,Damaged,Damaged,Damaged,1,1,1,,,H,Hatfield,NH,
318,0318-1-4,1,4,2023/2/24,NH,1,Pleuronectidae,Isopsetta,Isopsetta isolepis,812,2,1624,,#DIV/0!,A,Hatfield,NH+EC,
318,0318-1-4,1,4,2023/2/24,NH,1,Pleuronectidae,Parophrys,Parophrys vetulus,622,2,1244,,#DIV/0!,B,Hatfield,NH+EC,
318,0318-1-4,1,4,2023/2/24,NH,1,Pleuronectidae,Psettichthys,Psettichthys melanostictus,46,2,92,,#DIV/0!,C,Hatfield,NH+EC,
318,0318-1-4,1,4,2023/2/24,NH,1,Osmeridae,Osmerid spp.,Osmerid spp.,47,2,94,,#DIV/0!,D,Hatfield,NH+EC,
318,0318-1-4,1,4,2023/2/24,NH,1,Ammodytidae,Ammodytes,Ammodytes spp.,49,2,98,,#DIV/0!,E,Hatfield,NH+EC,
318,0318-1-4,1,4,2023/2/24,NH,1,Gobiidae,Gobiidae spp.,Gobiidae spp.,10,2,20,,#DIV/0!,F,Hatfield,NH+EC,
318,0318-1-4,1,4,2023/2/24,NH,1,Scorpaenidae,Sebastes,Sebastes spp.,1,2,2,,#DIV/0!,G,Hatfield,NH+EC,unsure of scorp
318,0318-1-4,1,4,2023/2/24,NH,1,Cottidae,Cottid spp.,Cottidae spp.,7,2,14,,#DIV/0!,H,Hatfield,NH+EC,
318,0318-1-4,1,4,2023/2/24,NH,1,Unknown,Unknown,Unknown,19,2,38,,#DIV/0!,I,Hatfield,NH+EC,unpigmented eyes & yolk sacs
318,0318-1-4,1,4,2023/2/24,NH,1,Paralichthyidae,Citharichthys,Citharichthys sordidus,1,2,2,,#DIV/0!,J,Hatfield,NH+EC,
318,0318-1-4,1,4,2023/2/24,NH,1,Pleuronectidae,Lyopsetta,Lyopsetta exilis,1,2,2,,#DIV/0!,K,Hatfield,NH+EC,
318,0318-1-4,1,4,2023/2/24,NH,1,Damaged,Damaged,Damaged,79,2,158,,#DIV/0!,L,Hatfield,NH+EC,
318,318-4-0,4,0,2023/2/24,NH,1,Stichaeidae,Chirolophis,Chirolophis spp.,1,1,1,,#DIV/0!,A,Hatfield,EC,
318,318-4-0,4,0,2023/2/24,NH,1,Osmeridae,Osmerid spp.,Osmerid spp.,10,1,10,,#DIV/0!,B,Hatfield,EC,
318,318-4-0,4,0,2023/2/24,NH,1,Pleuronectidae,Parophrys,Parophrys vetulus,17,1,17,,#DIV/0!,C,Hatfield,EC,
318,318-4-0,4,0,2023/2/24,NH,1,Damaged,Damaged,Damaged,5,1,5,,#DIV/0!,D,Hatfield,EC,
318,318-4-0,4,0,2023/2/24,NH,1,Pleuronectidae,Psettichthys,Psettichthys melanostictus,1,1,1,,#DIV/0!,E,Hatfield,EC,
318,318-4-0,4,0,2023/2/24,NH,1,Agonidae,Agonidae spp.,Agonidae spp.,1,1,1,,#DIV/0!,F,Hatfield,EC,
318,318-4-0,4,0,2023/2/24,NH,1,Cottidae,Cottid spp.,Cottidae spp.,1,1,1,,#DIV/0!,G,Hatfield,EC,
318,318-4-0,4,0,2023/2/24,NH,1,Liparidae,Liparis,Liparis spp.,1,1,1,,#DIV/0!,H,Hatfield,EC,
318,318-4-0,4,0,2023/2/24,NH,1,Ammodytidae,Ammodytes,Ammodytes spp.,5,1,5,,#DIV/0!,J,Hatfield,EC,
318,0318-4-3,4,3,2023/2/24,NH,1,Liparidae,Liparis,Liparis spp.,1,1,1,,#DIV/0!,A,Hatfield,NH,
318,0318-4-3,4,3,2023/2/24,NH,1,Ammodytidae,Ammodytes,Ammodytes spp.,1,1,1,,#DIV/0!,B,Hatfield,NH,
318,0318-4-3,4,3,2023/2/24,NH,1,Osmeridae,Osmerid spp.,Osmerid spp.,3,1,3,,#DIV/0!,C,Hatfield,NH,
318,0318-4-3,4,3,2023/2/24,NH,1,Pleuronectidae,Parophrys,Parophrys vetulus,2,1,2,,#DIV/0!,D,Hatfield,NH,
318,0318-4-4,4,4,2023/2/24,NH,1,Pleuronectidae,Parophrys,Parophrys vetulus,367,1,367,,#DIV/0!,A,Hatfield,NH+EC,
318,0318-4-4,4,4,2023/2/24,NH,1,Damaged,Damaged,Damaged,19,1,19,,#DIV/0!,B,Hatfield,NH+EC,
318,0318-4-4,4,4,2023/2/24,NH,1,Unknown,Unknown,Unknown,3,1,3,,#DIV/0!,C,Hatfield,NH+EC,
318,0318-4-4,4,4,2023/2/24,NH,1,Pleuronectidae,Isopsetta,Isopsetta isolepis,31,1,31,,#DIV/0!,D,Hatfield,NH+EC,
318,0318-4-4,4,4,2023/2/24,NH,1,Cottidae,Leptocottus,Leptocottus armatus,2,1,2,,#DIV/0!,E,Hatfield,NH+EC,
