Haul.no,Haul,Moc,Net.no,Season,Location,Station,Transect,no.individuals.raw,family,species,split.mult,no.individuals,vial label,volume.filtered.m3,concentration.1000m3,notes
,309,1,4,winter,NH,2,MaD,1,Pleuronectidae,Glyptocephalus zachirus,1,1,f,258.25,3.872216844,
,309,1,4,winter,NH,2,MaD,9,Pleuronectidae,Parophrys vetulus,1,9,c,258.25,34.8499516,
,309,1,4,winter,NH,2,MaD,2,Unknown,Damaged,1,2,g,258.25,7.744433688,
309-4-0,309,4,0,winter,NH,2,MaD,3,Scorpenidae,Sebastes spp.,1,3,a,1114.29,2.692297337,
,309,4,0,winter,NH,2,MaD,2,Hexagrammidae,Ophiodon elongatus,1,2,c,1114.29,1.794864892,
,309,4,0,winter,NH,2,MaD,9,Pleuronectidae,Parophrys vetulus,1,9,e,1114.29,8.076892012,
,309,4,0,winter,NH,2,MaD,1,Ammodytidae,Ammodytes spp.,1,1,b,1114.29,0.897432446,
,309,4,0,winter,NH,2,MaD,6,Unknown,Damaged,1,6,d,1114.29,5.384594675,
,309,4,0,winter,NH,2,MaD,1,Cottidae,Radulinus asprellus,1,1,f,1114.29,0.897432446,
309-4-2,309,4,2,winter,NH,2,MaD,1,Scorpenidae,Sebastes spp.,1,1,c,936.17,1.068182061,
,309,4,2,winter,NH,2,MaD,2,Agonidae,Unknown,1,2,b,936.17,2.136364122,
,309,4,2,winter,NH,2,MaD,1,Paralichthyidae,Citharichthys sordidus,1,1,d,936.17,1.068182061,
,309,4,2,winter,NH,2,MaD,1,Stichaeidae,Plectobranchus evides,1,1,a,936.17,1.068182061,
,309,4,2,winter,NH,2,MaD,4,Cottidae,Unknown,1,4,e,936.17,4.272728244,
309-4-3,309,4,3,winter,NH,2,MaD,2,Cottidae,Radulinus asprellus,1,2,a,1111.46,1.799434977,
,309,4,3,winter,NH,2,MaD,7,Cyclopteridae,Liparis fucensis,1,7,b,1111.46,6.298022421,
,309,4,3,winter,NH,2,MaD,14,Pleuronectidae,Parophrys vetulus,1,14,e,1111.46,12.59604484,
,309,4,3,winter,NH,2,MaD,1,Agonidae,Unknown,1,1,c,1111.46,0.899717489,
,309,4,3,winter,NH,2,MaD,3,Unknown,Damaged,1,3,d,1111.46,2.699152466,
309-4-4,309,4,4,winter,NH,2,MaD,3,Myctophidae,Stenobrachius leucopsarus,1,3,d,1033.01,2.90413452,
,309,4,4,winter,NH,2,MaD,6,Scorpenidae,Sebastes spp.,1,6,a,1033.01,5.808269039,
,309,4,4,winter,NH,2,MaD,1,Bathymasteridae,Bathymasterid spp.,1,1,b,1033.01,0.96804484,"looks like Rathbunella sp., but that shouldn't be here"
,309,4,4,winter,NH,2,MaD,20,Pleuronectidae,Parophrys vetulus,1,20,g,1033.01,19.3608968,
,309,4,4,winter,NH,2,MaD,1,Pleuronectidae,Psettichthys melanostictus,1,1,f,1033.01,0.96804484,
,309,4,4,winter,NH,2,MaD,2,Ammodytidae,Ammodytes spp.,1,2,e,1033.01,1.93608968,
,309,4,4,winter,NH,2,MaD,4,Unknown,Damaged,1,4,c,1033.01,3.872179359,
310-1-0,310,1,0,winter,NH,1,MaD,1,Cottidae,Scorpaenichthys marmoratus,2,2,d,214.12,9.340556697,
,310,1,0,winter,NH,1,MaD,5,Paralichthyidae,Citharichthys sordidus,2,10,b,214.12,46.70278349,
,310,1,0,winter,NH,1,MaD,2,Pleuronectidae,Glyptocephalus zachirus,2,4,c,214.12,18.68111339,"two larvae in vial, and one egg"
,310,1,0,winter,NH,1,MaD,3,Pleuronectidae,Parophrys vetulus,2,6,e,214.12,28.02167009,
,310,1,0,winter,NH,1,MaD,1,Ammodytidae,Ammodytes spp.,2,2,a,214.12,9.340556697,
,310,1,0,winter,NH,1,MaD,1,unknown,Unknown,2,2,g,214.12,9.340556697,very small
310-1-3,310,1,3,winter,NH,1,MaD,2,Scorpenidae,Sebastes spp.,1,2,c,237.25,8.429926238,
,310,1,3,winter,NH,1,MaD,3,Cottidae,Radulinus asprellus,1,3,b,237.25,12.64488936,
,310,1,3,winter,NH,1,MaD,3,Pleuronectidae,Parophrys vetulus,1,3,a,237.25,12.64488936,
310-1-4,310,1,4,winter,NH,1,MaD,4,Cottidae,Unknown,2,8,d,284.25,28.14423923,
,310,1,4,winter,NH,1,MaD,1,Cyclopteridae,Liparis fucensis,2,2,c,284.25,7.036059807,
,310,1,4,winter,NH,1,MaD,2,Paralichthyidae,Citharichthys sordidus,2,4,e,284.25,14.07211961,
,310,1,4,winter,NH,1,MaD,2,Pleuronectidae,Glyptocephalus zachirus,2,4,f,284.25,14.07211961,
,310,1,4,winter,NH,1,MaD,1,Pleuronectidae,Isopsetta isolepis,2,2,g,284.25,7.036059807,
,310,1,4,winter,NH,1,MaD,14,Pleuronectidae,Parophrys vetulus,2,28,b,284.25,98.50483729,
,310,1,4,winter,NH,1,MaD,2,Unknown,Damaged,2,4,a,284.25,14.07211961,
310-4-0,310,4,0,winter,NH,1,MaD,3,Scorpenidae,Sebastes spp.,1,3,b,856.48,3.502708761,
,310,4,0,winter,NH,1,MaD,1,Cottidae,Radulinus asprellus,1,1,k,856.48,1.167569587,
,310,4,0,winter,NH,1,MaD,1,Paralichthyidae,Citharichthys sordidus,1,1,e,856.48,1.167569587,
,310,4,0,winter,NH,1,MaD,10,Pleuronectidae,Glyptocephalus zachirus,1,10,g,856.48,11.67569587,looks like 9 of these are in eggs
,310,4,0,winter,NH,1,MaD,15,Pleuronectidae,Parophrys vetulus,1,15,h,856.48,17.51354381,
,310,4,0,winter,NH,1,MaD,1,Pleuronectidae,Psettichthys melanostictus,1,1,f,856.48,1.167569587,
,310,4,0,winter,NH,1,MaD,1,Cottidae,Artedius spp.,1,1,c,856.48,1.167569587,
,310,4,0,winter,NH,1,MaD,4,Unknown,Damaged,1,4,a,856.48,4.670278349,
,310,4,0,winter,NH,1,MaD,1,Cryptaconthodidae ,Lyconectes aleutensis,1,1,L,856.48,1.167569587,
,310,4,0,winter,NH,1,MaD,2,Ammodytidae,Ammodytes spp.,1,2,i,856.48,2.33513917,
,310,4,0,winter,NH,1,MaD,1,Stichaeidae,Chirolophis spp.,1,1,j,856.48,1.167569587,
310-4-3,310,4,3,winter,NH,1,MaD,1,Myctophidae,Protomyctophum crockeri,1,1,a,949.02,1.053718573,
,310,4,3,winter,NH,1,MaD,1,Scorpenidae,Sebastes spp.,1,1,d,949.02,1.053718573,
,310,4,3,winter,NH,1,MaD,1,Cottidae,Radulinus asprellus,1,1,c,949.02,1.053718573,
,310,4,3,winter,NH,1,MaD,2,Cyclopteridae,Liparis fucensis,1,2,b,949.02,2.107437146,
,310,4,3,winter,NH,1,MaD,11,Pleuronectidae,Parophrys vetulus,1,11,f,949.02,11.5909043,
,310,4,3,winter,NH,1,MaD,1,Unknown,Damaged,1,1,e,949.02,1.053718573,
310-4-4,310,4,4,winter,NH,1,MaD,4,Myctophidae,Stenobrachius leucopsarus,1,4,b,1137,3.518029903,
,310,4,4,winter,NH,1,MaD,4,Scorpenidae,Sebastes spp.,1,4,c,1137,3.518029903,
,310,4,4,winter,NH,1,MaD,1,Cottidae,Unknown,1,1,i,1137,0.879507476,
,310,4,4,winter,NH,1,MaD,2,Cyclopteridae,Liparis fucensis,1,2,g,1137,1.759014952,
,310,4,4,winter,NH,1,MaD,6,Paralichthyidae,Citharichthys sordidus,1,6,e,1137,5.277044855,
,310,4,4,winter,NH,1,MaD,7,Pleuronectidae,Glyptocephalus zachirus,1,7,d,1137,6.156552331,
,310,4,4,winter,NH,1,MaD,117,Pleuronectidae,Parophrys vetulus,1,117,a,1137,102.9023747,
,310,4,4,winter,NH,1,MaD,6,Pleuronectidae,Psettichthys melanostictus,1,6,j,1137,5.277044855,
,310,4,4,winter,NH,1,MaD,9,Unknown,Damaged,1,9,h,1137,7.915567282,
,310,4,4,winter,NH,1,MaD,3,Ammodytidae,Ammodytes spp.,1,3,f,1137,2.638522427,
,310,4,4,winter,NH,1,MaD,3,Pleuronectidae,Isopsetta isolepis,1,3,k,,,
311-1-0,311,1,0,winter,NH,1,MbN,1,Scorpenidae,Sebastes spp.,,1,a,,,
,311,1,0,winter,NH,1,MbN,5,Pleuronectidae,Parophrys vetulus,,5,b,,,
,311,1,0,winter,NH,1,MbN,1,Myctophidae,Stenobrachius leucopsarus,,1,c,,,
,311,1,0,winter,NH,1,MbN,3,Paralichthyidae,Citharichthys sordidus,,3,d,,,
,311,1,0,winter,NH,1,MbN,1,Pleuronectidae,Glyptocephalus zachirus,,1,e,,,
311-1-3,311,1,3,winter,NH,1,MbN,1,Scorpenidae,Sebastes spp.,,1,a,,,
,311,1,3,winter,NH,1,MbN,2,Myctophidae,Stenobrachius leucopsarus,,2,b,,,
,311,1,3,winter,NH,1,MbN,2,Pleuronectidae,Parophrys vetulus,,2,c,,,
,311,1,3,winter,NH,1,MbN,5,Ammodytidae,Ammodytes spp.,,5,d,,,
,311,1,3,winter,NH,1,MbN,2,unknown,Damaged,,2,e,,,
,311,1,3,winter,NH,1,MbN,2,unknown,Fish eggs,,2,f,,,
,311,1,3,winter,NH,1,MbN,1,Cottidae,Cottidae spp.,,1,g,,,
,311,1,3,winter,NH,1,MbN,1,Hexagrammidae,Ophiodon elongatus,,1,h,,,"1 O.elongatus and 1 destroyed fish in vial, need to find rest of haul"
311-1-4,311,1,4,winter,NH,1,MbN,3,Scorpenidae,Sebastes spp.,,3,a,,,
,311,1,4,winter,NH,1,MbN,10,unknown,Fish eggs,,10,b,,,
,311,1,4,winter,NH,1,MbN,3,Paralichthyidae,Citharichthys sordidus,,3,c,,,
,311,1,4,winter,NH,1,MbN,2,Pleuronectidae,Glyptocephalus zachirus,,2,d,,,
,311,1,4,winter,NH,1,MbN,1,Pleuronectidae,Parophrys vetulus,,1,e,,,
,311,1,4,winter,NH,1,MbN,2,Pleuronectidae,Psettichthys melanostictus,,2,f,,,
,311,1,4,winter,NH,1,MbN,1,Myctophidae,Stenobrachius leucopsarus,,1,g,,,
311-1-4p,311,1,4*,winter,NH,1,MbN,3,Paralichthyidae,Citharichthys spp.,NA,3,a,,,
,311,1,4*,winter,NH,1,MbN,1,unknown,Damaged,NA,1,b,,,
,311,1,4*,winter,NH,1,MbN,8,unknown,Fish eggs,NA,8,c,,,
311-4-0,311,4,0,winter,NH,1,MbN,9,Scorpenidae,Sebastes spp.,,9,a,,,
,311,4,0,winter,NH,1,MbN,36,Pleuronectidae,Parophrys vetulus,,36,b,,,
,311,4,0,winter,NH,1,MbN,33,unknown,Fish eggs,,33,c,,,
,311,4,0,winter,NH,1,MbN,3,Cottidae,Cottidae spp.,,3,d,,,
,311,4,0,winter,NH,1,MbN,1,Cyclopteridae,Liparis fucensis,,1,e,,,
,311,4,0,winter,NH,1,MbN,2,Pleuronectidae,Glyptocephalus zachirus,,2,f,,,
,311,4,0,winter,NH,1,MbN,2,Paralichthyidae,Citharichthys sordidus,,2,g,,,
,311,4,0,winter,NH,1,MbN,1,Myctophidae,Stenobrachius leucopsarus,,1,h,,,
,311,4,0,winter,NH,1,MbN,1,unknown,Damaged,,1,i,,,
,311,4,0,winter,NH,1,MbN,5,Hexagrammidae,Ophiodon elongatus,,5,j,,,
,311,4,0,winter,NH,1,MbN,1,Cottidae,Radulinus asprellus,,1,k,,,
,311,4,0,winter,NH,1,MbN,1,Pleuronectidae,Isopsetta isolepis,,1,l,,,
,311,4,0,winter,NH,1,MbN,7,Ammodytidae,Ammodytes spp.,,7,m,,,
311-4-3,311,4,3,winter,NH,1,MbN,47,Pleuronectidae,Parophrys vetulus,,47,a,,,
,311,4,3,winter,NH,1,MbN,1,Cyclopteridae,Liparis fucensis,,1,b,,,
,311,4,3,winter,NH,1,MbN,1,Pleuronectidae,Glyptocephalus zachirus,,1,c,,,
,311,4,3,winter,NH,1,MbN,2,Scorpenidae,Sebastes spp.,,2,d,,,
,311,4,3,winter,NH,1,MbN,1,Paralichthyidae,Citharichthys sordidus,,1,e,,,
,311,4,3,winter,NH,1,MbN,1,Myctophidae,Stenobrachius leucopsarus,,1,f,,,
,311,4,3,winter,NH,1,MbN,4,unknown,Fish eggs,,4,g,,,
,311,4,3,winter,NH,1,MbN,1,unknown,Damaged,,1,h,,,
,311,4,3,winter,NH,1,MbN,1,Cottidae,Cottidae spp.,,1,i,,,
,311,4,3,winter,NH,1,MbN,17,Ammodytidae,Ammodytes spp.,,17,j,,,
,311,4,3,winter,NH,1,MbN,10,Hexagrammidae,Ophiodon elongatus,,10,k,,,
311-4-4,311,4,4,winter,NH,1,MbN,13,Scorpenidae,Sebastes spp.,,13,a,,,
,311,4,4,winter,NH,1,MbN,2,Scorpenidae,Sebastes spp.,,2,b,,,"someone at sea labeled these ""shortbelly"".Cameron has a & b vials"
,311,4,4,winter,NH,1,MbN,41,unknown,Fish eggs,,41,c,,,
,311,4,4,winter,NH,1,MbN,3,unknown,Damaged,,3,d,,,
,311,4,4,winter,NH,1,MbN,19,Pleuronectidae,Parophrys vetulus,,19,e,,,
,311,4,4,winter,NH,1,MbN,3,Cottidae,Cottidae spp.,,3,f,,,
,311,4,4,winter,NH,1,MbN,5,Pleuronectidae,Glyptocephalus zachirus,,5,g,,,
,311,4,4,winter,NH,1,MbN,6,Paralichthyidae,Citharichthys sordidus,,6,h,,,
,311,4,4,winter,NH,1,MbN,1,Pleuronectidae,Lepidopsetta bilineata,,1,i,,,
,311,4,4,winter,NH,1,MbN,1,Pleuronectidae,Psettichthys melanostictus,,1,j,,,
,311,4,4,winter,NH,1,MbN,3,Ammodytidae,Ammodytes spp.,,3,k,,,
,311,4,4,winter,NH,1,MbN,1,Clupeidae,Engraulis mordax,,1,l,,,check if luke has this vial
312-1-0,312,1,0,winter,NH,2,MbN,46,Pleuronectidae,Parophrys vetulus,,46,a,,,
,312,1,0,winter,NH,2,MbN,8,unknown,Damaged,,8,b,,,
,312,1,0,winter,NH,2,MbN,1,Scorpenidae,Sebastes spp.,,1,c,,,
,312,1,0,winter,NH,2,MbN,2,Ammodytidae,Ammodytes spp.,,2,d,,,
,312,1,0,winter,NH,2,MbN,2,Pleuronectidae,Psettichthys melanostictus,,2,e,,,
312-1-2,312,1,2,winter,NH,2,MbN,202,Pleuronectidae,Parophrys vetulus,,202,"a,k",,,
,312,1,2,winter,NH,2,MbN,8,Ammodytidae,Ammodytes spp.,,8,b,,,
,312,1,2,winter,NH,2,MbN,9,unknown,Damaged,,9,c,,,
,312,1,2,winter,NH,2,MbN,2,Scorpenidae,Sebastes spp.,,2,e,,,
,312,1,2,winter,NH,2,MbN,6,Cottidae,Cottidae spp.,,6,f,,,
,312,1,2,winter,NH,2,MbN,1,Hexagrammidae,Ophiodon elongatus,,1,g,,,
,312,1,2,winter,NH,2,MbN,1,Agonidae,Unknown,,1,h,,,
,312,1,2,winter,NH,2,MbN,3,Pleuronectidae,Isopsetta isolepis,,3,i,,,
,312,1,2,winter,NH,2,MbN,2,Pleuronectidae,Psettichthys melanostictus,,2,j,,,
,312,1,2,winter,NH,2,MbN,1,Osmeridae,Unknown,,1,k,,,
312-1-3,312,1,3,winter,NH,2,MbN,38,Pleuronectidae,Parophrys vetulus,,41,a,,,
,312,1,3,winter,NH,2,MbN,3,Ammodytidae,Ammodytes spp.,,3,b,,,
,312,1,3,winter,NH,2,MbN,2,Myctophidae,Stenobrachius leucopsarus,,2,c,,,
,312,1,3,winter,NH,2,MbN,2,Paralichthyidae,Citharichthys sordidus,,2,d,,,
,312,1,3,winter,NH,2,MbN,1,Pleuronectidae,Isopsetta isolepis,,1,e,,,
,312,1,3,winter,NH,2,MbN,3,Cottidae,Cottidae spp.,,3,f,,,
,312,1,3,winter,NH,2,MbN,1,Bathymasteridae,Bathymasterid spp.,,1,g,,,
,312,1,3,winter,NH,2,MbN,1,Pleuronectidae,Unknown,,1,h,,,
,312,1,3,winter,NH,2,MbN,18,unknown,Damaged,,18,i,,,
,312,1,3,winter,NH,2,MbN,1,Pleuronectidae,Psettichthys melanostictus,,1,j,,,
312-1-4,312,1,4,winter,NH,2,MbN,31,Pleuronectidae,Parophrys vetulus,,31,a,,,
,312,1,4,winter,NH,2,MbN,5,unknown,Damaged,,5,b,,,
,312,1,4,winter,NH,2,MbN,2,Ammodytidae,Ammodytes spp.,,2,c,,,
,312,1,4,winter,NH,2,MbN,2,Scorpenidae,Sebastes spp.,,2,d,,,
,312,1,4,winter,NH,2,MbN,1,Pleuronectidae,Psettichthys melanostictus,,1,e,,,
,312,1,4,winter,NH,2,MbN,1,Paralichthyidae,Citharichthys stigmaeus,,1,f,,,
,312,1,4,winter,NH,2,MbN,1,Paralichthyidae,Citharichthys sordidus,,1,g,,,
,312,1,4,winter,NH,2,MbN,3,unknown,Unknown,,3,h,,,
,312,1,4,winter,NH,2,MbN,2,Pleuronectidae,Isopsetta isolepis,,2,i,,,
,312,1,4,winter,NH,2,MbN,1,Bathymasteridae,Ronquilus jordani,,1,j,,,
312-4-0,312,4,0,winter,NH,2,MbN,236,Pleuronectidae,Parophrys vetulus,,236,a,,,
,312,4,0,winter,NH,2,MbN,53,unknown,Damaged,,53,b,,,
,312,4,0,winter,NH,2,MbN,1,Scorpenidae,Sebastes spp.,,1,c,,,
,312,4,0,winter,NH,2,MbN,17,Cottidae,Cottidae spp.,,17,d,,,
,312,4,0,winter,NH,2,MbN,7,Ammodytidae,Ammodytes spp.,,7,e,,,
,312,4,0,winter,NH,2,MbN,4,Stichaeidae,Stichaeidae spp.,,4,f,,,
,312,4,0,winter,NH,2,MbN,1,Hexagrammidae,Ophiodon elongatus,,1,g,,,
,312,4,0,winter,NH,2,MbN,1,Cottidae,Scorpaenichthys marmoratus,,1,h,,,
,312,4,0,winter,NH,2,MbN,7,Pleuronectidae,Psettichthys melanostictus,,7,i,,,
,312,4,0,winter,NH,2,MbN,1,Pleuronectidae,Unknown,,1,k,,,
312-4-2,312,4,2,winter,NH,2,MbN,622,Pleuronectidae,Parophrys vetulus,,622,"a,m",,,
,312,4,2,winter,NH,2,MbN,55,unknown,Damaged,,55,b,,,NH placed an egg in here from vial i
,312,4,2,winter,NH,2,MbN,1,Scorpenidae,Sebastes spp.,,1,c,,,
,312,4,2,winter,NH,2,MbN,14,Cottidae,Cottidae spp.,,14,d,,,
,312,4,2,winter,NH,2,MbN,1,unknown,Unknown,,1,e,,,
,312,4,2,winter,NH,2,MbN,7,Stichaeidae,Stichaeidae spp.,,7,f,,,
,312,4,2,winter,NH,2,MbN,29,Ammodytidae,Ammodytes spp.,,29,g,,,
,312,4,2,winter,NH,2,MbN,8,Hexagrammidae,Ophiodon elongatus,,8,h,,,
,312,4,2,winter,NH,2,MbN,2,Stichaeidae,Plectobranchus evides,,2,i,,,
,312,4,2,winter,NH,2,MbN,18,Pleuronectidae,Isopsetta isolepis,,18,j,,,
,312,4,2,winter,NH,2,MbN,1,Pleuronectidae,Psettichthys melanostictus,,1,k,,,
,312,4,2,winter,NH,2,MbN,1,Pholidae,Pholidae spp.,,1,L,,,
312-4-3,312,4,3,winter,NH,2,MbN,55,unknown,Damaged,,55,a,,,
,312,4,3,winter,NH,2,MbN,60,Pleuronectidae,Parophrys vetulus,,60,b,,,
,312,4,3,winter,NH,2,MbN,4,Scorpenidae,Sebastes spp.,,4,c,,,
,312,4,3,winter,NH,2,MbN,3,Cottidae,Cottidae spp.,,3,d,,,
,312,4,3,winter,NH,2,MbN,3,Hexagrammidae,Ophiodon elongatus,,3,e,,,
,312,4,3,winter,NH,2,MbN,1,Pleuronectidae,Isopsetta isolepis,,1,f,,,
,312,4,3,winter,NH,2,MbN,2,Stichaeidae,Stichaeidae spp.,,2,h,,,
,312,4,3,winter,NH,2,MbN,7,Ammodytidae,Ammodytes spp.,,7,i,,,
,312,4,3,winter,NH,2,MbN,7,Pleuronectidae,Psettichthys melanostictus,,7,j,,,
312-4-4,312,4,4,winter,NH,2,MbN,1,Pleuronectidae,Isopsetta isolepis,,1,a,,,juvenile in jar
,312,4,4,winter,NH,2,MbN,296,Pleuronectidae,Parophrys vetulus,,296,"b,l",,,
,312,4,4,winter,NH,2,MbN,6,Scorpenidae,Sebastes spp.,,6,c,,,
,312,4,4,winter,NH,2,MbN,13,unknown,Damaged,,13,d,,,
,312,4,4,winter,NH,2,MbN,1,Hexagrammidae,Ophiodon elongatus,,1,e,,,
,312,4,4,winter,NH,2,MbN,7,Cottidae,Scorpaenichthys marmoratus,,7,f,,,
,312,4,4,winter,NH,2,MbN,6,Cottidae,Cottidae spp.,,6,g,,,
,312,4,4,winter,NH,2,MbN,8,unknown,Fish eggs,,8,h,,,
,312,4,4,winter,NH,2,MbN,12,Pleuronectidae,Psettichthys melanostictus,,12,i,,,
,312,4,4,winter,NH,2,MbN,7,Paralichthyidae,Citharichthys sordidus,,7,j,,,
,312,4,4,winter,NH,2,MbN,1,unknown,Unknown,,1,k,,,"7mm, complexly coiled gut, postanal series of 3 melanophores on dorsal and ventral midline, paired, ventral series has small melanophores between the larger ones"
,312,4,4,winter,NH,2,MbN,3,Stichaeidae,Stichaeidae spp.,,3,m,,,
,312,4,4,winter,NH,2,MbN,14,Ammodytidae,Ammodytes spp.,,14,n,,,
313-1-0,313,1,0,winter,NH,3,MbN,5,Scorpenidae,Sebastes spp.,,5,a,,,
,313,1,0,winter,NH,3,MbN,1,Bathylagidae,Lipolagus ochotensis,,1,b,,,
,313,1,0,winter,NH,3,MbN,7,Ammodytidae,Ammodytes spp.,,7,c,,,
,313,1,0,winter,NH,3,MbN,1,Myctophidae,Stenobrachius leucopsarus,,1,d,,,
,313,1,0,winter,NH,3,MbN,4,Pleuronectidae,Isopsetta isolepis,,4,e,,,
,313,1,0,winter,NH,3,MbN,2,unknown,Damaged,,2,g,,,
,313,1,0,winter,NH,3,MbN,1,Cottidae,Radulinus asprellus,,1,h,,,
,313,1,0,winter,NH,3,MbN,24,Pleuronectidae,Parophrys vetulus,,24,"i,f",,,
313-1-1,313,1,1,winter,NH,3,MbN,3,Cyclopteridae,Liparis fucensis,,3,a,,,
,313,1,1,winter,NH,3,MbN,6,Scorpenidae,Sebastes spp.,,6,b,,,
,313,1,1,winter,NH,3,MbN,9,unknown,Damaged,,9,c,,,
,313,1,1,winter,NH,3,MbN,23,Pleuronectidae,Parophrys vetulus,,23,e,,,
,313,1,1,winter,NH,3,MbN,1,unknown,Unknown,,1,f,,,"tiny, maybe Lyopsetta exilis, but missing gut"
313-1-2,313,1,2,winter,NH,3,MbN,23,Pleuronectidae,Parophrys vetulus,,25,a,,,
,313,1,2,winter,NH,3,MbN,6,Scorpenidae,Sebastes spp.,,6,b,,,
,313,1,2,winter,NH,3,MbN,1,Cyclopteridae,Liparis fucensis,,1,c,,,
,313,1,2,winter,NH,3,MbN,2,Ammodytidae,Ammodytes spp.,,2,d,,,
,313,1,2,winter,NH,3,MbN,4,unknown,Damaged,,4,e,,,
,313,1,2,winter,NH,3,MbN,1,Pleuronectidae,Isopsetta isolepis,,1,f,,,
,313,1,2,winter,NH,3,MbN,2,Pleuronectidae,Lyopsetta exilis,,2,g,,,
313-1-3,313,1,3,winter,NH,3,MbN,2,Pleuronectidae,Parophrys vetulus,,2,a,,,
,313,1,3,winter,NH,3,MbN,1,Scorpenidae,Sebastes spp.,,1,b,,,
,313,1,3,winter,NH,3,MbN,3,unknown,Damaged,,3,c,,,
313-1-4,313,1,4,winter,NH,3,MbN,6,Pleuronectidae,Parophrys vetulus,,6,a,,,
,313,1,4,winter,NH,3,MbN,1,Ammodytidae,Ammodytes spp.,,1,b,,,
,313,1,4,winter,NH,3,MbN,2,unknown,Fish eggs,,2,c,,,
,313,1,4,winter,NH,3,MbN,4,Scorpenidae,Sebastes spp.,,4,d,,,
,313,1,4,winter,NH,3,MbN,4,unknown,Damaged,,4,e,,,
,313,1,4,winter,NH,3,MbN,1,Paralichthyidae,Citharichthys sordidus,,1,f,,,
,313,1,4,winter,NH,3,MbN,1,Cottidae,Scorpaenichthys marmoratus,,1,g,,,
313-4-0,313,4,0,winter,NH,3,MbN,1,Myctophidae,Stenobrachius leucopsarus,,1,a,,,juvenile
,313,4,0,winter,NH,3,MbN,67,Pleuronectidae,Parophrys vetulus,,67,b,,,
,313,4,0,winter,NH,3,MbN,10,unknown,Damaged,,10,c,,,
,313,4,0,winter,NH,3,MbN,17,unknown,Fish eggs,,17,d,,,
,313,4,0,winter,NH,3,MbN,1,Cyclopteridae,Liparis fucensis,,1,e,,,
,313,4,0,winter,NH,3,MbN,1,Myctophidae,Diaphus theta,,1,f,,,
,313,4,0,winter,NH,3,MbN,1,Bathylagidae,Lipolagus ochotensis,,1,g,,,just a head with some body
,313,4,0,winter,NH,3,MbN,1,Scorpenidae,Sebastes spp.,,1,h,,,
,313,4,0,winter,NH,3,MbN,5,Ammodytidae,Ammodytes spp.,,5,i,,,
,313,4,0,winter,NH,3,MbN,1,Cottidae,Scorpaenichthys marmoratus,,1,j,,,
,313,4,0,winter,NH,3,MbN,6,Paralichthyidae,Citharichthys sordidus,,6,k,,,
,313,4,0,winter,NH,3,MbN,1,Pleuronectidae,Lyopsetta exilis,,1,l,,,
,313,4,0,winter,NH,3,MbN,5,Pleuronectidae,Isopsetta isolepis,,5,m,,,
,313,4,0,winter,NH,3,MbN,2,Pleuronectidae,Psettichthys melanostictus,,2,n,,,
313-4-1,313,4,1,winter,NH,3,MbN,1,Myctophidae,Diaphus theta,,1,a,,,juvenile
,313,4,1,winter,NH,3,MbN,4,Cyclopteridae,Liparis fucensis,,4,b,,,
,313,4,1,winter,NH,3,MbN,25,Pleuronectidae,Parophrys vetulus,,25,c,,,
,313,4,1,winter,NH,3,MbN,18,unknown,Damaged,,18,d,,,
,313,4,1,winter,NH,3,MbN,1,Hexagrammidae,Ophiodon elongatus,,1,e,,,
,313,4,1,winter,NH,3,MbN,1,Myctophidae,Stenobrachius leucopsarus,,1,f,,,juvenile
313-4-2,313,4,2,winter,NH,3,MbN,1,Paralepididae,Lestidiops ringens,,1,a,,,"juvenile, in jar"
,313,4,2,winter,NH,3,MbN,1,Pleuronectidae,Parophrys vetulus,,1,b,,,
,313,4,2,winter,NH,3,MbN,3,unknown,Damaged,,3,c,,,
313-4-3,313,4,3,winter,NH,3,MbN,2,Pleuronectidae,Parophrys vetulus,,2,a,,,
,313,4,3,winter,NH,3,MbN,3,unknown,Fish eggs,,3,b,,,Glypotocephalus zachirus
,313,4,3,winter,NH,3,MbN,13,unknown,Damaged,,13,c,,,
313-4-4,313,4,4,winter,NH,3,MbN,1,Scorpenidae,Sebastes spp.,,1,a,,,
,313,4,4,winter,NH,3,MbN,3,Ammodytidae,Ammodytes spp.,,3,b,,,
,313,4,4,winter,NH,3,MbN,9,unknown,Fish eggs,,9,c,,,
,313,4,4,winter,NH,3,MbN,1,Pleuronectidae,Glyptocephalus zachirus,,1,d,,,
,313,4,4,winter,NH,3,MbN,1,Paralichthyidae,Citharichthys sordidus,,1,e,,,
,313,4,4,winter,NH,3,MbN,10,unknown,Damaged,,10,f,,,
,313,4,4,winter,NH,3,MbN,2,Anarhichadidae,Anarrhichthys ocellatus,,2,g,,,
,313,4,4,winter,NH,3,MbN,18,Pleuronectidae,Parophrys vetulus,,18,h,,,
314-1-0,314,1,0,winter,NH,4,MbN,171,Scorpenidae,Sebastes spp.,,171,a,,,
,314,1,0,winter,NH,4,MbN,7,unknown,Fish eggs,,7,b,,,
,314,1,0,winter,NH,4,MbN,16,unknown,Damaged,,16,c,,,
,314,1,0,winter,NH,4,MbN,11,Myctophidae,Stenobrachius leucopsarus,,11,d,,,
,314,1,0,winter,NH,4,MbN,1,Myctophidae,Tarletonbeania crenularis,,1,f,,,
,314,1,0,winter,NH,4,MbN,2,Paralichthyidae,Citharichthys sordidus,,2,g,,,
